y_true,is_real,sample_weight,oof_catboost,oof_fttransformer
1,1,4.0,0.9943807225752797,0.9958230257034302
0,1,4.0,0.003224854418270095,0.005169854499399662
0,1,4.0,3.773055106917139e-05,0.004675311967730522
0,1,4.0,0.06185710451586374,0.1737360805273056
0,1,4.0,0.00047720944163956816,0.004738365299999714
0,1,4.0,0.23414268843982103,0.024466363713145256
1,1,4.0,0.3612718741098384,0.8996002078056335
1,1,4.0,0.9452905387625017,0.9937688708305359
0,1,4.0,0.010918185884849597,0.018430814146995544
0,1,4.0,0.006269490482582129,0.010694676078855991
1,1,4.0,0.9412264601365384,0.9278827905654907
0,1,4.0,0.2768489225794716,0.9904108047485352
0,1,4.0,0.015224468461182163,0.0020364413503557444
0,1,4.0,0.0009258398645524374,0.006640823092311621
1,1,4.0,0.37453432811512627,0.970005452632904
1,1,4.0,0.9865777517955937,0.9815157651901245
0,1,4.0,0.001767167798587428,0.004564391449093819
0,1,4.0,0.00010794886005104536,0.0030117749702185392
0,1,4.0,0.03982841988101864,0.00199256744235754
0,1,4.0,0.001146342602755821,0.003361102193593979
0,1,4.0,0.009509392993678282,0.005186784081161022
0,1,4.0,0.10874579681760543,0.47530680894851685
1,1,4.0,0.9999189270649472,0.9975427389144897
0,1,4.0,0.0015218399058592946,0.0031368809286504984
0,1,4.0,0.0024385455371186905,0.004126714542508125
0,1,4.0,0.6424857824048713,0.89493727684021
1,1,4.0,0.9931980866631942,0.9949585795402527
0,1,4.0,0.001253736330334795,0.010027202777564526
0,1,4.0,0.0001595688944071218,0.0018051071092486382
0,1,4.0,0.1025599766607539,0.26876237988471985
1,1,4.0,0.9947418935972347,0.9945434331893921
0,1,4.0,0.0005592320371652875,0.002050618873909116
0,1,4.0,0.00028587036500794685,0.00388813903555274
0,1,4.0,0.007808549315850721,0.006013976875692606
0,1,4.0,0.007153659699571577,0.010513979941606522
0,1,4.0,0.03532407811864825,0.014292416162788868
1,1,4.0,0.6255326901762077,0.9429977536201477
0,1,4.0,0.07287098322240065,0.883960485458374
0,1,4.0,0.015028628039183277,0.005693287122994661
0,1,4.0,0.0720435062536949,0.30210575461387634
0,1,4.0,0.005285350552715168,0.0020596852991729975
1,1,4.0,0.9968239795376974,0.9973860383033752
0,1,4.0,0.0006081098458614792,0.002114582108333707
1,1,4.0,0.9291654376610682,0.1637253612279892
0,1,4.0,0.0006970184207007032,0.005578597076237202
0,1,4.0,0.00024173176135983978,0.005554779898375273
0,1,4.0,0.05123272554933991,0.005354598164558411
0,1,4.0,0.0019528289167100935,0.003293464658781886
0,1,4.0,0.0006511012645691945,0.003768373280763626
0,1,4.0,0.02026059925396084,0.00904600415378809
0,1,4.0,9.015998224726023e-05,0.0046755471266806126
0,1,4.0,0.0007295105541764963,0.00386298936791718
0,1,4.0,0.00833582685888001,0.015080557204782963
0,1,4.0,0.0036035051976988273,0.001755793346092105
0,1,4.0,0.35310259862876614,0.44498980045318604
0,1,4.0,0.015800532505800196,0.006993019487708807
0,1,4.0,0.003621078138140228,0.004166956525295973
0,1,4.0,8.196521073709026e-05,0.0049722520634531975
0,1,4.0,0.037949756202238415,0.01446139719337225
1,1,4.0,0.9972593301559176,0.9946818947792053
0,1,4.0,0.0017069269602082834,0.001909596030600369
0,1,4.0,0.002726595674792313,0.0018641663482412696
0,1,4.0,0.005955625585629214,0.006268723402172327
1,1,4.0,0.9961829588535355,0.9976850748062134
0,1,4.0,0.00011100137183133977,0.0033553135581314564
1,1,4.0,0.9926666641872525,0.9953959584236145
1,1,4.0,0.9995488651225181,0.9940977096557617
0,1,4.0,0.00752971068742161,0.005467910319566727
1,1,4.0,0.6522164157026586,0.019864460453391075
0,1,4.0,6.017973370560242e-05,0.001858663046732545
1,1,4.0,0.970218370225253,0.9928741455078125
0,1,4.0,0.007757586122499347,0.007064243778586388
0,1,4.0,0.21653582255889517,0.565796971321106
1,1,4.0,0.6707587872161541,0.7783927321434021
0,1,4.0,0.0008268582676571974,0.004120636731386185
0,1,4.0,0.0018005333661523094,0.0057998402044177055
0,1,4.0,0.0008517434771431824,0.010339891538023949
0,1,4.0,0.6570708267520973,0.1004684716463089
1,1,4.0,0.9575384604820082,0.024593418464064598
1,1,4.0,0.9996482660297609,0.9960250854492188
0,1,4.0,0.0011025432064829834,0.003918257541954517
0,1,4.0,0.00015790250819214477,0.0030694736633449793
1,1,4.0,0.9995961459688928,0.9964591860771179
0,1,4.0,0.0023217243965977536,0.004321219399571419
0,1,4.0,0.001270834491235367,0.01320366095751524
0,1,4.0,0.028264409172013647,0.13304254412651062
1,1,4.0,0.9989097962614761,0.997675359249115
0,1,4.0,0.025316554978633405,0.007602210156619549
1,1,4.0,0.9981832874184433,0.9937959909439087
0,1,4.0,8.48270395846168e-05,0.003982740920037031
0,1,4.0,0.004938362922269353,0.02235611341893673
0,1,4.0,0.00492128482165455,0.009841145016252995
0,1,4.0,0.008444753860006668,0.015465157106518745
0,1,4.0,2.4740569989865704e-05,0.00597096374258399
0,1,4.0,0.6152102240590093,0.9362563490867615
1,1,4.0,0.9947655176297293,0.9926976561546326
1,1,4.0,0.9565419982593226,0.9947077035903931
0,1,4.0,0.00018205813199081427,0.001923354109749198
0,1,4.0,0.007522055437464341,0.005032387096434832
0,1,4.0,0.0005447999741924957,0.006651715375483036
0,1,4.0,0.0002436288131973427,0.0031384348403662443
0,1,4.0,0.0004211224670841403,0.0018277004128322005
0,1,4.0,0.0004081724734931195,0.0020055235363543034
0,1,4.0,0.00018295907430843834,0.004773880820721388
0,1,4.0,0.000415006082973967,0.0047770170494914055
0,1,4.0,0.29321240233883883,0.06205528602004051
0,1,4.0,0.00014260090034732146,0.0031357863917946815
0,1,4.0,0.0027979670027105594,0.05880578234791756
1,1,4.0,0.9403184175783537,0.9728223085403442
0,1,4.0,0.07336400826820888,0.24712629616260529
0,1,4.0,0.08746624334013849,0.7101806998252869
0,1,4.0,0.15228155355967068,0.20548617839813232
0,1,4.0,0.0012869422725847515,0.003842270001769066
1,1,4.0,0.9339006287343184,0.9973446726799011
0,1,4.0,0.02904592885879042,0.04072852060198784
0,1,4.0,0.007286348824640761,0.004471488296985626
0,1,4.0,0.00027443564513691905,0.0037833182141184807
0,1,4.0,0.002097225546293195,0.006671053823083639
0,1,4.0,0.013366994068321406,0.25951462984085083
0,1,4.0,0.0041060424307159974,0.013400482013821602
0,1,4.0,0.0016801583181880668,0.005233151372522116
0,1,4.0,0.0001543400150258975,0.006609663832932711
1,1,4.0,0.9997476815096785,0.9943061470985413
0,1,4.0,0.11365692774105317,0.5090689659118652
0,1,4.0,0.07718326736619094,0.002528739394620061
0,1,4.0,0.0040967346442387234,0.00632185535505414
0,1,4.0,0.0001222704017419052,0.004119132179766893
0,1,4.0,0.0025838048471480816,0.005734587088227272
0,1,4.0,0.006914826724035204,0.007333548739552498
1,1,4.0,0.5334663685844818,0.7416902780532837
0,1,4.0,0.0012903497898754525,0.0047010621055960655
1,1,4.0,0.9678816830716084,0.8503139615058899
0,1,4.0,0.009709259800550254,0.002032785676419735
1,1,4.0,0.9026874746148371,0.5638504028320312
0,1,4.0,0.0051905756294293795,0.006442825775593519
0,1,4.0,0.0007217986132888865,0.01142837479710579
1,1,4.0,0.9173656485268001,0.9851076006889343
0,1,4.0,0.0005549962574537068,0.0049743945710361
0,1,4.0,0.037768246287131296,0.009419691748917103
0,1,4.0,0.04433258847441468,0.013554898090660572
0,1,4.0,0.0021727626509374476,0.006452781148254871
1,1,4.0,0.999976564951054,0.996379554271698
0,1,4.0,0.00013653699320130916,0.004257045686244965
0,1,4.0,0.0010471176775242504,0.0033213559072464705
0,1,4.0,0.0013589902775062383,0.0018712157616391778
0,1,4.0,0.011957735899694353,0.07881416380405426
1,1,4.0,0.6030678283803236,0.9949213862419128
1,1,4.0,0.9990014606799906,0.9961549639701843
0,1,4.0,0.0013758165838402396,0.0018067281926050782
0,1,4.0,0.0007502766200939613,0.004256043583154678
1,1,4.0,0.9992182565976053,0.9960492253303528
1,1,4.0,0.9994954878329774,0.9950441122055054
1,1,4.0,0.04067039370111566,0.006350459530949593
1,1,4.0,0.9996605111491779,0.9962421655654907
0,1,4.0,0.0009124253502107903,0.0039043836295604706
0,1,4.0,0.21987558558520204,0.8888773322105408
1,1,4.0,0.9999718594285931,0.9974098801612854
0,1,4.0,0.6901501693184284,0.8814734220504761
0,1,4.0,0.005291656055622645,0.008543454110622406
1,1,4.0,0.21757730757514845,0.6025651097297668
0,1,4.0,0.0001880815872270325,0.005703397560864687
0,1,4.0,0.005833807044624703,0.023030322045087814
0,1,4.0,0.00298041672856847,0.017013564705848694
0,1,4.0,0.013121110997488548,0.03822752460837364
0,1,4.0,4.645145539568741e-05,0.003072665072977543
1,1,4.0,0.9585491798437568,0.9766205549240112
0,1,4.0,0.001695009915553686,0.003146010683849454
0,1,4.0,0.10775306390626324,0.006887546740472317
0,1,4.0,0.04437333293729485,0.018315142020583153
0,1,4.0,0.000612764857574862,0.0032115455251187086
1,1,4.0,0.6343576623675533,0.8414931297302246
0,1,4.0,0.00010397852904494075,0.006539853289723396
1,1,4.0,0.8874271852025436,0.9738551378250122
0,1,4.0,0.0023996038493225773,0.007467122748494148
0,1,4.0,0.009479001547159896,0.25860944390296936
1,1,4.0,0.1056230820731256,0.038084372878074646
1,1,4.0,0.9938117698767855,0.9282802939414978
0,1,4.0,0.0006245093159718005,0.003730782540515065
0,1,4.0,0.012254460348303462,0.005700302310287952
0,1,4.0,0.002858607798514762,0.005512611009180546
0,1,4.0,0.00029624800372801636,0.0019231050973758101
0,1,4.0,0.26357950942432934,0.3198925852775574
0,1,4.0,7.864570983297505e-05,0.004190344363451004
0,1,4.0,0.0006920854113623338,0.006339032668620348
0,1,4.0,0.0002812946034268557,0.004075265023857355
0,1,4.0,0.965676838675096,0.9958935976028442
0,1,4.0,0.000508975003839258,0.006092556286603212
0,1,4.0,0.011873522036142548,0.00623798044398427
0,1,4.0,0.016803858718502047,0.24900071322917938
0,1,4.0,0.0027433815225661727,0.006682742852717638
0,1,4.0,8.277156147034066e-05,0.004684187471866608
0,1,4.0,0.26702691135857154,0.35971394181251526
1,1,4.0,0.9906819364706008,0.969242513179779
0,1,4.0,0.30858274180077205,0.9955838322639465
0,1,4.0,0.19333328706536748,0.5169440507888794
0,1,4.0,0.00011596138978691926,0.0037176974583417177
1,1,4.0,0.999956991571762,0.9974753260612488
1,1,4.0,0.9684198985325814,0.9926324486732483
0,1,4.0,0.00014716706299971964,0.0054935188964009285
0,1,4.0,0.0015259569803170924,0.004742090590298176
0,1,4.0,0.0017771277517276043,0.005733211059123278
0,1,4.0,0.0006037206087778284,0.0018092789687216282
1,1,4.0,0.9887847925223389,0.8534784913063049
0,1,4.0,0.004890758768644273,0.0018079472938552499
1,1,4.0,0.9998768719361796,0.9963952898979187
0,1,4.0,0.056198030641541906,0.22502364218235016
0,1,4.0,0.002836895449894383,0.004866920877248049
0,1,4.0,0.003596570555191934,0.004621116444468498
0,1,4.0,0.1712330577634439,0.19045118987560272
0,1,4.0,0.00015268973509053587,0.0030999945010989904
1,1,4.0,0.9285196416985628,0.9926887154579163
0,1,4.0,0.03745147287860895,0.009859832935035229
1,1,4.0,0.9824796953357331,0.9858879446983337
0,1,4.0,0.0003049711720964247,0.0018004168523475528
0,1,4.0,0.012693375836343767,0.013087606988847256
1,1,4.0,0.6928133761798861,0.5027157068252563
0,1,4.0,0.00021501613684268557,0.0037657497450709343
0,1,4.0,0.0003611891024567003,0.0037980694323778152
0,1,4.0,0.002786226268355311,0.004053744953125715
0,1,4.0,0.00957624122282321,0.004998099524527788
0,1,4.0,0.02412955442153006,0.8696420192718506
0,1,4.0,0.0001086907449708241,0.0039933896623551846
0,1,4.0,0.10203706841278105,0.01646597310900688
0,1,4.0,0.0042524511979413135,0.0020020257215946913
0,1,4.0,0.0030754859498336525,0.0051475949585437775
0,1,4.0,0.0009439572315769134,0.0018139975145459175
1,1,4.0,0.06776276525578488,0.6466712355613708
0,1,4.0,0.07176098470653017,0.19256363809108734
0,1,4.0,0.010736894992680454,0.05328885093331337
1,1,4.0,0.3603330551758473,0.9593130946159363
0,1,4.0,0.0007766418920539711,0.0037458583246916533
0,1,4.0,0.002881132097444531,0.006089441478252411
0,1,4.0,0.0012768197170858915,0.004666411317884922
0,1,4.0,8.256899354108549e-05,0.005507416557520628
0,1,4.0,0.016783583351249656,0.013959241099655628
1,1,4.0,0.9976658081788395,0.9888073205947876
0,1,4.0,0.0005086950291106162,0.007909633219242096
0,1,4.0,0.0004968121498009364,0.004720595665276051
0,1,4.0,0.0004309182981049974,0.003174607874825597
0,1,4.0,0.0015663938424466607,0.0037373248487710953
0,1,4.0,3.945038002301653e-05,0.005077552516013384
0,1,4.0,0.01009722160142065,0.01097949966788292
0,1,4.0,0.0017557156845025303,0.0038164439611136913
1,1,4.0,0.34554863519494877,0.9142612814903259
0,1,4.0,0.0032800627800053015,0.004080185666680336
0,1,4.0,0.0005458109377377907,0.005438521970063448
0,1,4.0,0.005882021874682305,0.006330706644803286
1,1,4.0,0.994086706414188,0.9952982068061829
0,1,4.0,0.0014989933474821423,0.004632377997040749
0,1,4.0,6.259831048949758e-05,0.004626106936484575
0,1,4.0,0.0020548449400753003,0.0017988235922530293
0,1,4.0,0.0368395573323336,0.22017741203308105
0,1,4.0,0.2630516180725335,0.5756546854972839
0,1,4.0,0.01545342784192355,0.004308976233005524
0,1,4.0,0.0003895058365410427,0.0017699508462101221
0,1,4.0,0.0003773813627988264,0.004737544804811478
1,1,4.0,0.9794016143654355,0.9895473718643188
0,1,4.0,0.22306560660220764,0.8884946703910828
1,1,4.0,0.9975896701517181,0.9905210733413696
0,1,4.0,4.450881755121308e-05,0.0019258371321484447
1,1,4.0,0.9998738522014049,0.9961280226707458
0,1,4.0,0.001933667426338939,0.006767170503735542
0,1,4.0,0.07107701040354011,0.0019140124786645174
0,1,4.0,0.01410815593482489,0.006177903153002262
0,1,4.0,0.0002871242809325347,0.003811300965026021
1,1,4.0,0.991883818442536,0.996065080165863
0,1,4.0,0.00018109652119703023,0.0046631768345832825
0,1,4.0,0.02316281362154716,0.12220396101474762
0,1,4.0,0.00011062876368331836,0.003204630222171545
0,1,4.0,0.00010364128932727287,0.0031477606389671564
0,1,4.0,0.06008028218346194,0.48684975504875183
0,1,4.0,0.0022572178860457205,0.00195600395090878
0,1,4.0,0.5229045836538865,0.6191005110740662
1,1,4.0,0.8831211657477088,0.8481613397598267
0,1,4.0,0.034740136367842324,0.02175603061914444
1,1,4.0,0.7983504432611485,0.9939987659454346
0,1,4.0,0.002507377572798866,0.005554416682571173
0,1,4.0,0.00015816796830594665,0.004822688642889261
1,1,4.0,0.9364629595970088,0.9770784378051758
1,1,4.0,0.012200607223810951,0.012178903445601463
0,1,4.0,0.002646370141142277,0.003744399407878518
0,1,4.0,0.001282355466441619,0.005606483202427626
0,1,4.0,0.0015329242248891027,0.0018303615506738424
1,1,4.0,0.9999267023555412,0.9957970380783081
0,1,4.0,1.900598557123915e-05,0.003598880721256137
0,1,4.0,0.00041022084473322704,0.005419880151748657
0,1,4.0,0.0019217556352937857,0.005485654808580875
1,1,4.0,0.9936900690334048,0.9972178936004639
0,1,4.0,0.023825436118603438,0.006218990311026573
1,1,4.0,0.3617206448184986,0.33586761355400085
0,1,4.0,9.839543447475135e-05,0.005813942290842533
0,1,4.0,0.09527515706174468,0.004827794618904591
0,1,4.0,0.0027079316900969815,0.009920772165060043
0,1,4.0,0.0016988247326238382,0.003204560140147805
0,1,4.0,0.000512195654150878,0.004583518020808697
0,1,4.0,0.004336736012829426,0.00787383783608675
0,1,4.0,0.014896343424199345,0.02855917438864708
0,1,4.0,0.0011482542045461997,0.004759006202220917
0,1,4.0,0.8535032845462048,0.9951419830322266
1,1,4.0,0.9945942640610026,0.9972151517868042
0,1,4.0,0.0008312112907780149,0.003802885999903083
0,1,4.0,0.41260494298183426,0.010473018512129784
0,1,4.0,0.12961460599572427,0.5790989995002747
0,1,4.0,0.00010491927622888008,0.005760445259511471
1,1,4.0,0.9927245718334454,0.9961540102958679
0,1,4.0,0.00019387402639961396,0.003064940683543682
0,1,4.0,0.9177859919937071,0.9954347014427185
0,1,4.0,0.00151526488168472,0.006178641226142645
0,1,4.0,0.016878321450461694,0.006328993942588568
0,1,4.0,0.0009652416268006808,0.002006806433200836
0,1,4.0,0.8331940075848627,0.03961753472685814
0,1,4.0,0.2898345454926982,0.34512683749198914
0,1,4.0,0.006282665218937795,0.008592343889176846
0,1,4.0,0.0007353320543449027,0.005493118427693844
0,1,4.0,0.00037224873335239757,0.0037548537366092205
0,1,4.0,0.006088145309155315,0.0030553017277270555
0,1,4.0,0.005624189388258935,0.005276906304061413
0,1,4.0,0.0009317182789940729,0.00179079151712358
0,1,4.0,0.011983822140555331,0.013831233605742455
0,1,4.0,0.014274561988457744,0.0023408906999975443
0,1,4.0,0.001217583082140097,0.0031415619887411594
0,1,4.0,0.0004696797693696933,0.0031173962634056807
0,1,4.0,0.0015317544937640784,0.0017639902653172612
0,1,4.0,0.0009736464666852019,0.00375922629609704
0,1,4.0,0.004210853024457406,0.001863380428403616
0,1,4.0,0.03926837976814771,0.19871588051319122
1,1,4.0,0.859205607151802,0.984752357006073
0,1,4.0,0.0007529138413854033,0.0030339977238327265
0,1,4.0,0.0004804742122651108,0.013415246270596981
0,1,4.0,7.549480238232078e-05,0.005557891447097063
1,1,4.0,0.9999610815788395,0.9962814450263977
0,1,4.0,0.020896122788958752,0.002694078255444765
0,1,4.0,0.003321088220740623,0.007397662382572889
0,1,4.0,0.0019022012479681593,0.006954542826861143
1,1,4.0,0.8729710752521873,0.9837344884872437
0,1,4.0,0.021481800495247966,0.008129797875881195
0,1,4.0,0.0006332233701480627,0.0021530052181333303
0,1,4.0,0.004752685810383753,0.004805604927241802
1,1,4.0,0.8305307824116578,0.838247537612915
1,1,4.0,0.002236492236534681,0.005059074144810438
0,1,4.0,0.00026445806267003384,0.0019575124606490135
0,1,4.0,0.03741629816081365,0.011447057127952576
1,1,4.0,0.019411877716991707,0.0020293977577239275
0,1,4.0,0.9819949148525713,0.9945782423019409
0,1,4.0,0.0003696719469311015,0.003727657487615943
0,1,4.0,0.0004774259019429613,0.005516408011317253
0,1,4.0,0.05044099405193589,0.023748168721795082
0,1,4.0,0.0004399129950306853,0.003009009873494506
1,1,4.0,0.9833204347781164,0.9852241277694702
0,1,4.0,0.6619003183201745,0.996454119682312
0,1,4.0,0.0010247940571345155,0.002992356428876519
1,1,4.0,0.9999521811824138,0.9957636594772339
0,1,4.0,0.0007354765197592524,0.002990665612742305
0,1,4.0,0.000192800740149218,0.0019100542413070798
0,1,4.0,0.32980120659829165,0.34671998023986816
0,1,4.0,0.008805721363513808,0.004756739363074303
0,1,4.0,6.349511581764736e-05,0.003099570283666253
0,1,4.0,0.003835392115618687,0.006036723032593727
0,1,4.0,9.599068282419285e-05,0.003299979493021965
1,1,4.0,0.947976437456129,0.9901629686355591
1,1,4.0,0.12355223564214814,0.006159372627735138
0,1,4.0,0.00013408451592234133,0.0043090456165373325
0,1,4.0,0.00027800653436196274,0.004552505444735289
1,1,4.0,0.9675223387109788,0.9864298105239868
0,1,4.0,0.0014941313797418889,0.004975662101060152
1,1,4.0,0.9394800799123112,0.9468819499015808
0,1,4.0,0.057039092737272874,0.11994735896587372
0,1,4.0,9.186303803244069e-05,0.004620658233761787
1,1,4.0,0.9999343361373824,0.9938602447509766
0,1,4.0,0.006216504670999083,0.008368146605789661
0,1,4.0,3.956334649686793e-05,0.004890020936727524
1,1,4.0,0.9922349618409058,0.9975064396858215
1,1,4.0,0.9960928278375548,0.9939268231391907
1,1,4.0,0.978355315104488,0.81936115026474
0,1,4.0,0.003530709321691563,0.006099345628172159
1,1,4.0,0.46748987007392356,0.9938404560089111
0,1,4.0,0.0001434964131451408,0.005550272297114134
0,1,4.0,0.02629678980856635,0.011116108857095242
0,1,4.0,0.0025122105043936423,0.0018357165390625596
0,1,4.0,0.0033971127039405863,0.0037809216883033514
0,1,4.0,0.0010298459818232483,0.003925872966647148
1,1,4.0,0.05891726676053992,0.15790337324142456
1,1,4.0,0.981677307400436,0.9972960352897644
1,1,4.0,0.9998908684375902,0.9960466027259827
1,1,4.0,0.6296769746676726,0.728795051574707
0,1,4.0,0.00014343122934569764,0.004672887735068798
0,1,4.0,0.047904968771812266,0.06836248189210892
0,1,4.0,0.0004151410720666685,0.003050145460292697
1,1,4.0,0.9915372061770288,0.9923354983329773
0,1,4.0,0.013084096897542362,0.007750379387289286
1,1,4.0,0.7723024630764395,0.07201359421014786
0,1,4.0,0.006333559493491036,0.005366351455450058
0,1,4.0,0.015971740349295754,0.003289861837401986
0,1,4.0,0.023235978940004513,0.10389921069145203
0,1,4.0,0.08573691755046252,0.03086976334452629
0,1,4.0,6.793525457343563e-05,0.003997332416474819
0,1,4.0,0.5790876838137031,0.12568572163581848
0,1,4.0,0.0018791419789016908,0.0020879553630948067
1,1,4.0,0.9999676893567796,0.997347354888916
0,1,4.0,0.0003016813004692336,0.0030482972506433725
0,1,4.0,0.3903780051506232,0.14386989176273346
0,1,4.0,0.00020588739941617627,0.003000888740643859
1,1,4.0,0.9620153442121325,0.9926884770393372
0,1,4.0,0.020882142205365693,0.005379151087254286
0,1,4.0,0.00012115546371554542,0.005049602128565311
0,1,4.0,9.156006101734284e-05,0.003327234648168087
0,1,4.0,0.00020019180562172749,0.003800688311457634
0,1,4.0,0.001684200573166494,0.036079101264476776
1,1,4.0,0.9999649435318217,0.9938179850578308
1,1,4.0,0.8234038934252572,0.961513340473175
1,1,4.0,0.670726883885103,0.006090858485549688
0,1,4.0,0.004085838063607961,0.0018066593911498785
0,1,4.0,0.034973948388393385,0.03529469668865204
0,1,4.0,0.09168886887685604,0.00969360675662756
0,1,4.0,0.5215076440780482,0.3168569505214691
1,1,4.0,0.9563241620889823,0.9912892580032349
0,1,4.0,6.01655837124156e-05,0.004130801185965538
1,1,4.0,0.36110648438632287,0.8768444657325745
0,1,4.0,0.00021609122021759849,0.003027623286470771
0,1,4.0,0.022763597245070488,0.056118328124284744
1,1,4.0,0.004118057445555791,0.6389898061752319
0,1,4.0,0.012440746767552044,0.002899675630033016
0,1,4.0,0.0036137100319405114,0.00309262634254992
0,1,4.0,0.6008590557618402,0.8911956548690796
1,1,4.0,0.9971649241450385,0.9781234860420227
1,1,4.0,0.9764048173183424,0.961818516254425
0,1,4.0,0.0023937326371213916,0.003747570561245084
0,1,4.0,0.0005507986425055972,0.005119698122143745
0,1,4.0,0.20470405881719306,0.30316710472106934
0,1,4.0,0.00042577645936781717,0.002153685549274087
0,1,4.0,0.0016388389534632258,0.005938740912824869
1,1,4.0,0.9103182016794469,0.9228456616401672
1,1,4.0,0.980269885243124,0.9727211594581604
1,1,4.0,0.756027184673494,0.8745496869087219
0,1,4.0,0.0013949286803018246,0.003504627151414752
0,1,4.0,0.12929019216153334,0.43102914094924927
1,1,4.0,0.6857079869409601,0.7726466059684753
0,1,4.0,0.0008605646960210395,0.004790606442838907
0,1,4.0,0.009227849301550125,0.0024390462785959244
0,1,4.0,0.0003286858466537844,0.004493355751037598
0,1,4.0,0.036521036612588154,0.009611553512513638
0,1,4.0,0.0012031190966189564,0.007440311834216118
0,1,4.0,0.005072903364150624,0.0018505228217691183
0,1,4.0,0.20114415522555484,0.36608028411865234
0,1,4.0,0.003929206743848159,0.006567132193595171
1,1,4.0,0.13758453829139494,0.37518906593322754
0,1,4.0,8.668980412935177e-05,0.0023886337876319885
0,1,4.0,0.026844812052228665,0.004753288812935352
0,1,4.0,0.06964317356366463,0.0018678645137697458
0,1,4.0,0.024560935554741117,0.03046615980565548
0,1,4.0,0.0006652314851638817,0.0031956315506249666
1,1,4.0,0.06150577116467374,0.3147676885128021
0,1,4.0,0.00014608763500456568,0.005675965454429388
0,1,4.0,0.0007167857311306359,0.005793892778456211
1,1,4.0,0.9996452548201259,0.9974634647369385
0,1,4.0,0.00037969063657501033,0.005643634591251612
0,1,4.0,0.0004481490813095277,0.0017741699703037739
1,1,4.0,0.9976354491951409,0.9956440925598145
1,1,4.0,0.9774734316081362,0.9794974327087402
0,1,4.0,0.0011390250474339128,0.00607305346056819
