timestamp,experiment_id,dataset,model_name,phase,notes,auroc,auroc_ci_low,auroc_ci_high,auprc,auprc_ci_low,auprc_ci_high,f1,f1_ci_low,f1_ci_high,sensitivity,sensitivity_ci_low,sensitivity_ci_high,specificity,specificity_ci_low,specificity_ci_high,ppv,ppv_ci_low,ppv_ci_high,npv,npv_ci_low,npv_ci_high,brier_score,brier_score_ci_low,brier_score_ci_high,n_train,n_test,n_features,threshold,model,brier_before_platt,brier_after_platt,sensitivity_0365,specificity_0365
2026-03-21T17:51:39,phase1_logistic_regression_B_baseline_run_001,B,logistic_regression,baseline,"Baseline logistic_regression, class_weights={0:1, 1:2.7}, 5-fold CV, threshold at 85% sensitivity",0.9689620507665244,0.955426104048462,0.980194397979244,0.934853945411773,0.9035323523833304,0.9582501544302816,0.8680351906158358,,,0.8554913294797688,,,0.9565217391304348,,,0.8809523809523809,,,0.946236559139785,,,0.0679739091647718,,,2530.0,633.0,306.0,run_001,,,,,
2026-03-21T17:51:42,phase1_mlp_B_baseline_run_001,B,mlp,baseline,"Baseline mlp, class_weights={0:1, 1:2.7}, 5-fold CV, threshold at 85% sensitivity",0.9682332244282482,0.9553681555287072,0.9788752622642396,0.9341451589519914,0.9074596855114272,0.9559440548515242,0.8388888888888889,,,0.8728323699421965,,,0.9217391304347826,,,0.8074866310160428,,,0.9506726457399104,,,0.0728150615830837,,,2530.0,633.0,306.0,run_001,,,,,
2026-03-21T18:00:15,phase1_catboost_B_baseline_run_002,B,catboost,baseline,"Baseline catboost, class_weights={0:1, 1:2.7}, 5-fold CV, threshold at 85% sensitivity",1.0,1.0,1.0,1.0,0.9999999999999998,1.0000000000000002,1.0,,,1.0,,,1.0,,,1.0,,,1.0,,,0.0007980907492015,,,2530.0,633.0,305.0,run_002,,,,,
2026-03-21T18:00:25,phase1_xgboost_B_baseline_run_002,B,xgboost,baseline,"Baseline xgboost, class_weights={0:1, 1:2.7}, 5-fold CV, threshold at 85% sensitivity",0.9993214375471224,0.99843710028884,0.9998796666677896,0.9982837052015768,0.9959949905767252,0.9996743920415048,0.9702380952380952,,,0.9421965317919077,,,1.0,,,1.0,,,0.9787234042553192,,,0.0109029286632608,,,2530.0,633.0,305.0,run_002,,,,,
2026-03-21T18:00:41,phase1_lightgbm_B_baseline_run_002,B,lightgbm,baseline,"Baseline lightgbm, class_weights={0:1, 1:2.7}, 5-fold CV, threshold at 85% sensitivity",0.999849208343805,0.9994584747995392,1.0,0.9996210233785175,0.99864186360088,1.0,0.994186046511628,,,0.9884393063583816,,,1.0,,,1.0,,,0.9956709956709956,,,0.0035802294060925,,,2530.0,633.0,305.0,run_002,,,,,
2026-03-21T18:00:46,phase1_random_forest_B_baseline_run_002,B,random_forest,baseline,"Baseline random_forest, class_weights={0:1, 1:2.7}, 5-fold CV, threshold at 85% sensitivity",0.9904687107313396,0.9845903956799968,0.9947973128648416,0.9758229185007656,0.960724244098755,0.986907852551904,0.9036144578313252,,,0.8670520231213873,,,0.9804347826086957,,,0.9433962264150944,,,0.9514767932489452,,,0.0478864265402843,,,2530.0,633.0,305.0,run_002,,,,,
2026-03-21T18:00:48,phase1_logistic_regression_B_baseline_run_002,B,logistic_regression,baseline,"Baseline logistic_regression, class_weights={0:1, 1:2.7}, 5-fold CV, threshold at 85% sensitivity",0.968936918823825,0.9554329277257578,0.9801566188861324,0.9348010662903476,0.90318127742944,0.9580419364949648,0.8680351906158358,,,0.8554913294797688,,,0.9565217391304348,,,0.8809523809523809,,,0.946236559139785,,,0.0679918349821588,,,2530.0,633.0,305.0,run_002,,,,,
2026-03-21T18:00:51,phase1_mlp_B_baseline_run_002,B,mlp,baseline,"Baseline mlp, class_weights={0:1, 1:2.7}, 5-fold CV, threshold at 85% sensitivity",0.960731339532546,0.9440113445028052,0.9741887202652868,0.922189075993149,0.8913059629344375,0.9479446914589488,0.8268156424581006,,,0.8554913294797688,,,0.9195652173913044,,,0.8,,,0.9441964285714286,,,0.0772832752573866,,,2530.0,633.0,305.0,run_002,,,,,
2026-03-23T14:50:21,phase1_catboost_B_baseline_run_003,B,catboost,baseline,"Baseline catboost, class_weights={0:1, 1:2.7}, 5-fold CV, threshold at 85% sensitivity",0.9862528273435536,0.9794533346615226,0.9922066076413252,0.9684199423221176,0.9515195142922396,0.9822334375117054,0.8809523809523809,,,0.8554913294797688,,,0.967391304347826,,,0.9079754601226994,,,0.946808510638298,,,0.0399648571696006,,,2530.0,633.0,225.0,run_003,,,,,
2026-03-23T14:50:33,phase1_xgboost_B_baseline_run_003,B,xgboost,baseline,"Baseline xgboost, class_weights={0:1, 1:2.7}, 5-fold CV, threshold at 85% sensitivity",0.9780221161095752,0.9674010580522644,0.9874787339696568,0.9512213594407684,0.9247778659549828,0.9718890785484298,0.8823529411764706,,,0.8670520231213873,,,0.9630434782608696,,,0.8982035928143712,,,0.9506437768240344,,,0.0504791852883644,,,2530.0,633.0,225.0,run_003,,,,,
2026-03-23T14:50:51,phase1_lightgbm_B_baseline_run_003,B,lightgbm,baseline,"Baseline lightgbm, class_weights={0:1, 1:2.7}, 5-fold CV, threshold at 85% sensitivity",0.98061070620759,0.971464761724269,0.9885348575832704,0.9570032400021448,0.9350717845459116,0.974138427399004,0.8757396449704142,,,0.8554913294797688,,,0.9630434782608696,,,0.896969696969697,,,0.9465811965811964,,,0.0520948595821724,,,2530.0,633.0,225.0,run_003,,,,,
2026-03-23T14:50:56,phase1_random_forest_B_baseline_run_003,B,random_forest,baseline,"Baseline random_forest, class_weights={0:1, 1:2.7}, 5-fold CV, threshold at 85% sensitivity",0.9656195023875346,0.951392509619486,0.9768864391865252,0.9222300628091492,0.8901171510085438,0.9477518352516762,0.8361581920903954,,,0.8554913294797688,,,0.9282608695652174,,,0.8176795580110497,,,0.9446902654867256,,,0.0712122211690363,,,2530.0,633.0,225.0,run_003,,,,,
2026-03-23T14:50:58,phase1_logistic_regression_B_baseline_run_003,B,logistic_regression,baseline,"Baseline logistic_regression, class_weights={0:1, 1:2.7}, 5-fold CV, threshold at 85% sensitivity",0.9151545614476,0.8850266897917705,0.9401397671860352,0.8476950320164526,0.7953214472933604,0.8875676562265423,0.7437185929648241,,,0.8554913294797688,,,0.8326086956521739,,,0.6577777777777778,,,0.9387254901960784,,,0.1038097360016241,,,2530.0,633.0,225.0,run_003,,,,,
2026-03-23T14:51:00,phase1_mlp_B_baseline_run_003,B,mlp,baseline,"Baseline mlp, class_weights={0:1, 1:2.7}, 5-fold CV, threshold at 85% sensitivity",0.9212364915807992,0.8934677544473458,0.945336777617236,0.8635481690810368,0.8191869770600064,0.899517719681573,0.7708333333333334,,,0.8554913294797688,,,0.8630434782608696,,,0.7014218009478673,,,0.9407582938388626,,,0.104467942608825,,,2530.0,633.0,225.0,run_003,,,,,
2026-03-23T15:41:14,phase2_catboost_tuned_B,B,catboost,optuna_tuned,"Optuna 100 trials, AUPRC optimized, 5-fold CV, early stopping 50 rounds",0.9867931641115858,0.9793928655686246,0.993079148853889,0.969051670825532,0.9498514364576232,0.9839265950143466,0.9036144578313252,,,0.8670520231213873,,,0.9804347826086957,,,0.9433962264150944,,,0.9514767932489452,,,0.0385322525423625,,,0.9579513829423664,100.0,225.0,,,,,,
2026-04-01T16:58:14,phase2_stacking_ensemble_B,B,stacking_ensemble,ensemble,Stacking: tuned CatBoost + XGBoost + LightGBM + LR meta. Features: 225 original + 10 clinical interactions = 235,0.9850716260366928,0.9761440243613214,0.9923225564849943,0.967954512766965,0.950750422262136,0.98294480255315,0.8942598187311178,,,0.8554913294797688,,,0.9782608695652174,,,0.9367088607594936,,,0.9473684210526316,,,0.0422341514866389,,,,,,,,,,,
2026-04-02T11:20:38,phase2_custom_loss_B,B,catboost_custom_loss,custom_loss,"Phoenix-aware asymmetric loss, alpha=2.831, base_weight=4.467, severity from 7 Phoenix variables",0.967359889419452,0.9541025556510756,0.9793694927224452,0.931258176426768,0.904121793020709,0.9544848192517388,0.8385269121813032,,,0.8554913294797688,,,0.9304347826086956,,,0.8222222222222222,,,0.9448123620309052,,,0.1005231751337069,,,,,,,,,,,
2026-04-10T17:05:42.607651,,Option_B,,Phase3_Evaluation,"Full evaluation: DeLong, calibration, DCA, subgroup",0.9867931641115858,,,0.969051670825532,,,,,,,,,,,,,,,,,,,,,,,,,Tuned_CatBoost,0.0385322525423625,0.0421951203600368,0.8959537572254336,0.9630434782608696
2026-04-10T17:13:35.594195,,Option_B,,Phase3_Evaluation,"Full evaluation: DeLong, calibration, DCA, subgroup",0.9867931641115858,,,0.9690516708255321,,,,,,,,,,,,,,,,,,,,,,,,,Tuned_CatBoost,0.03853225254236254,0.04219512036003682,0.8959537572254336,0.9630434782608696
